policy_number,policyholder_id,vehicle_vin,policy_type,coverage_level,currency,status,premium_amount,coverage_amount,deductible,start_date,end_date,has_roadside_assistance,has_rental_coverage,has_glass_coverage
POL-643754095142,ZW-PH-7965599407,R9855KZYBE7S7YXU5,COMPREHENSIVE,PREMIUM,USD,EXPIRED,936.87,13462.92,620.64,2024-07-31,2025-07-31,False,True,False
POL-252114026116,ZW-PH-6080532511,U7LA7ETBF7ZH45S5A,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,241.98,10728.53,477.42,2025-09-06,2026-09-06,True,True,False
POL-839120639902,ZW-PH-6080532511,Z1EE6J2WHX4ANYTKW,COMPREHENSIVE,STANDARD,USD,ACTIVE,502.43,14115.63,1116.55,2026-03-19,2027-03-19,True,True,False
POL-018166796153,ZW-PH-6252190514,F5F93HWZ7U746KGHB,COLLISION,STANDARD,USD,EXPIRED,528.15,15284.52,1092.84,2024-12-08,2025-12-08,False,False,False
POL-558686415993,ZW-PH-9378451557,YCKYJLDYYZE5SXUCP,THIRD_PARTY,BASIC,USD,SUSPENDED,310.26,4334.34,416.10,2025-12-27,2026-12-27,False,False,False
POL-766040333899,ZW-PH-9025038019,PYNEXXXGFTRNYZ9XE,COMPREHENSIVE,STANDARD,USD,ACTIVE,786.23,14145.41,1043.93,2025-10-04,2026-10-04,True,False,False
POL-383961896742,ZW-PH-2313324669,DA9RLGYF2W3SGPRVS,COLLISION,BASIC,USD,EXPIRED,260.25,8423.11,719.33,2025-02-12,2026-02-12,False,False,False
POL-573913975881,ZW-PH-2313324669,LCLRYF3JD1PK41U0V,LIABILITY,BASIC,USD,ACTIVE,702.29,14348.57,1417.64,2025-11-15,2026-11-15,False,False,False
POL-264151446223,ZW-PH-2313324669,U3AYPRTGD9F2BMFYP,THIRD_PARTY,BASIC,USD,EXPIRED,1552.88,20664.54,1799.88,2024-10-08,2025-10-08,False,False,False
POL-773867125422,ZW-PH-4296153530,J519YK59V6EZWKN8C,COMPREHENSIVE,STANDARD,USD,ACTIVE,593.83,21890.63,1429.46,2025-08-09,2026-08-09,True,False,False
POL-491877791231,ZW-PH-7801837878,5F8664PH5XLYA859U,COMPREHENSIVE,STANDARD,USD,ACTIVE,472.35,22963.95,1742.96,2026-03-22,2027-03-22,True,True,False
POL-774188671244,ZW-PH-7690951594,KF98R6N6NHX5A7KZG,THIRD_PARTY,BASIC,USD,ACTIVE,611.50,9943.88,923.79,2025-05-21,2026-05-21,False,False,False
POL-254386329213,ZW-PH-9911662327,ET04NE15JDN367NZ1,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,899.57,20369.09,1480.83,2024-10-23,2025-10-23,True,True,False
POL-305854178903,ZW-PH-0853104760,FLGWF6CP0GT2RXC1H,COLLISION,STANDARD,ZWG,CANCELLED,278.60,7553.62,497.78,2024-10-14,2025-10-14,False,True,False
POL-839470875026,ZW-PH-0853104760,9R1YML0U7BZD4NV5N,THIRD_PARTY,STANDARD,USD,EXPIRED,122.83,2375.35,154.87,2024-09-04,2025-09-04,False,False,False
POL-114316200976,ZW-PH-2992482530,8ESP1MRS9B72BTFZ2,COMPREHENSIVE,STANDARD,USD,EXPIRED,616.93,6983.82,428.81,2024-06-20,2025-06-20,False,False,False
POL-436473226918,ZW-PH-2992482530,01EG5WJ70FZWCRU6P,COMPREHENSIVE,PREMIUM,USD,ACTIVE,478.67,5141.18,243.18,2025-12-16,2026-12-16,True,True,True
POL-137237691048,ZW-PH-8895971125,4Y4B2CUUNPPG9VWPV,LIABILITY,BASIC,USD,EXPIRED,506.20,6113.98,572.88,2024-08-06,2025-08-06,False,True,False
POL-023406747169,ZW-PH-3002372925,X9D3PLUG7C327KTAV,COMPREHENSIVE,STANDARD,USD,CANCELLED,1325.19,21776.45,1572.26,2024-07-09,2025-07-09,False,False,True
POL-686937973231,ZW-PH-9640069200,W2SZMK5JJ2U12A5R3,COLLISION,BASIC,USD,ACTIVE,256.95,10649.53,978.69,2025-10-02,2026-10-02,False,False,False
POL-045695316030,ZW-PH-5667008438,RWHCSG79VMVJVXR1X,COMPREHENSIVE,PREMIUM,USD,ACTIVE,440.12,5484.63,324.69,2025-08-01,2026-08-01,True,False,False
POL-915567763944,ZW-PH-7431057610,3A9TX4HUATUREZTB9,COMPREHENSIVE,STANDARD,USD,EXPIRED,555.88,8300.09,602.59,2024-11-03,2025-11-03,True,False,False
POL-604232552977,ZW-PH-6273201828,H79WHNYTC0D55YRJA,COMPREHENSIVE,PREMIUM,USD,EXPIRED,695.43,16044.20,949.82,2024-11-27,2025-11-27,True,True,False
POL-977272190677,ZW-PH-4896347039,WBMG18BE0MUAE6V37,COMPREHENSIVE,BASIC,USD,ACTIVE,1059.79,24373.86,2286.27,2025-07-04,2026-07-04,True,False,False
POL-516091020900,ZW-PH-6799235277,7S7PEG91GA683KR9H,COMPREHENSIVE,BASIC,USD,CANCELLED,216.82,3832.46,346.07,2024-10-06,2025-10-06,False,False,False
POL-669953328491,ZW-PH-3183999295,5B2ZS3YJTTAD2RBU2,LIABILITY,STANDARD,USD,CANCELLED,1020.23,13445.03,957.29,2025-03-13,2026-03-13,False,False,False
POL-171082463797,ZW-PH-3296071073,9K4UX6KG12T97N7PJ,COLLISION,BASIC,USD,ACTIVE,332.80,6474.24,559.37,2026-01-29,2027-01-29,True,False,False
POL-780562084433,ZW-PH-9477845975,DVVJVDTG2BUS2PWJN,THIRD_PARTY,BASIC,ZWG,ACTIVE,451.30,8637.75,785.17,2025-12-11,2026-12-11,True,False,False
POL-323047662595,ZW-PH-7235130095,FKH7F261YT1MHSNN6,COMPREHENSIVE,STANDARD,USD,ACTIVE,1364.39,17683.92,1172.44,2025-06-29,2026-06-29,False,False,False
POL-299772648874,ZW-PH-9313242566,UMWPGF18374WBEHDN,COLLISION,STANDARD,USD,ACTIVE,2475.62,36134.06,2702.83,2025-07-01,2026-07-01,False,False,False
POL-231886714937,ZW-PH-8575351177,DEV7X198TCJ6RSDGZ,COMPREHENSIVE,BASIC,USD,CANCELLED,62.25,2068.31,186.35,2025-12-06,2026-12-06,False,False,False
POL-234606493214,ZW-PH-9759765475,4R0BT6LV11SXHYC72,THIRD_PARTY,BASIC,USD,ACTIVE,61.25,1769.73,174.85,2026-03-21,2027-03-21,False,False,False
POL-284369241815,ZW-PH-7105656826,89HWELC531GG38Y4U,COMPREHENSIVE,STANDARD,USD,EXPIRED,75.83,2607.66,160.89,2024-06-16,2025-06-16,False,False,False
POL-883775647556,ZW-PH-8754843090,3JKU1VR3A8E6RBVN9,LIABILITY,STANDARD,USD,ACTIVE,385.57,8375.09,600.49,2026-04-23,2027-04-23,False,False,False
POL-883637761850,ZW-PH-1089400489,7J767PT7RBB4V78N0,COMPREHENSIVE,STANDARD,USD,SUSPENDED,2198.29,48679.43,3524.39,2026-01-21,2027-01-21,False,True,True
POL-330488081916,ZW-PH-2124183662,5ZPDC04VTTL32MWDX,COMPREHENSIVE,PREMIUM,USD,ACTIVE,2338.55,64633.52,2960.22,2025-06-15,2026-06-15,True,False,False
POL-137753014185,ZW-PH-6073640928,T231BY6U3BB676795,COMPREHENSIVE,STANDARD,USD,EXPIRED,128.75,2138.21,158.23,2024-12-10,2025-12-10,False,True,False
POL-204596532436,ZW-PH-8695813173,ADEZ166099ENFHE99,THIRD_PARTY,BASIC,USD,CANCELLED,611.23,16674.29,1368.96,2026-02-07,2027-02-07,False,False,True
POL-428139177799,ZW-PH-8695813173,LNC17GRT6KUU06KZ6,THIRD_PARTY,PREMIUM,USD,EXPIRED,409.53,5955.38,325.76,2025-02-10,2026-02-10,True,False,True
POL-761424256664,ZW-PH-5619891135,B7KK3MKLGKDG9X3B5,COMPREHENSIVE,PREMIUM,USD,ACTIVE,262.49,8971.34,494.32,2026-04-23,2027-04-23,True,False,True
POL-700453374254,ZW-PH-1960778890,1LTKTNSSFP7VMRJK8,COMPREHENSIVE,PREMIUM,USD,EXPIRED,276.00,5681.07,297.12,2025-03-07,2026-03-07,False,False,True
POL-917698907928,ZW-PH-7617873793,L7ESA7MT2XARJC9TV,THIRD_PARTY,BASIC,USD,EXPIRED,483.54,11607.52,971.55,2025-03-07,2026-03-07,True,False,False
POL-920797206641,ZW-PH-9788100133,2X9L39LDWWPC7P2F9,COLLISION,PREMIUM,USD,EXPIRED,745.18,7623.62,399.48,2025-04-17,2026-04-17,True,True,True
POL-719914654027,ZW-PH-9857668194,LWMH20M5L9CK1ZWEU,COLLISION,STANDARD,USD,ACTIVE,736.47,20655.01,1381.82,2025-06-11,2026-06-11,True,False,False
POL-813330771788,ZW-PH-9857668194,9V4XZBRZMSV4DLVD3,COMPREHENSIVE,PREMIUM,USD,CANCELLED,1396.78,47245.17,2551.24,2024-05-12,2025-05-12,True,True,False
POL-916813196214,ZW-PH-7628430770,A500FP0TAR25142BC,COLLISION,STANDARD,USD,ACTIVE,146.51,1943.38,137.79,2026-01-01,2027-01-01,True,False,True
POL-572889461447,ZW-PH-7628430770,AZELRBXUDG67SU77Y,COLLISION,STANDARD,USD,CANCELLED,443.57,6312.20,470.89,2025-01-27,2026-01-27,True,False,False
POL-148397658137,ZW-PH-1610227964,7CX0DTTNE9C58LYKF,THIRD_PARTY,STANDARD,ZWG,ACTIVE,439.37,2400.50,169.24,2025-06-26,2026-06-26,True,True,False
POL-622963850542,ZW-PH-1610227964,WK8T6DDKDENU3DT1C,COLLISION,PREMIUM,ZWG,ACTIVE,550.60,4349.95,186.61,2025-08-04,2026-08-04,False,True,True
POL-737741851029,ZW-PH-3057532115,2Z8YLM32WCSG1GY7J,COMPREHENSIVE,BASIC,USD,ACTIVE,646.00,12590.48,1096.63,2025-09-20,2026-09-20,False,False,False
POL-101439925051,ZW-PH-6407956941,SB3N8K2BAG0MVU5CX,THIRD_PARTY,BASIC,USD,ACTIVE,123.64,4594.08,396.93,2026-03-18,2027-03-18,True,False,False
POL-602596287418,ZW-PH-2777315626,L2JPWPF2WMWZD4U7G,COMPREHENSIVE,BASIC,ZWG,SUSPENDED,265.65,7218.00,638.07,2025-09-23,2026-09-23,True,False,False
POL-321785549283,ZW-PH-2777315626,ACDJ87ZTR3UY2YU4F,THIRD_PARTY,STANDARD,USD,SUSPENDED,794.70,12562.98,890.72,2026-03-11,2027-03-11,False,False,True
POL-877136115510,ZW-PH-8743832743,PM7AUA3GMNFT2WGYJ,THIRD_PARTY,STANDARD,USD,ACTIVE,826.54,11868.12,753.63,2026-03-12,2027-03-12,True,False,False
POL-586766053852,ZW-PH-8743832743,A63GBZFE49KAU1LFC,COMPREHENSIVE,STANDARD,USD,ACTIVE,78.64,2757.48,172.89,2026-01-20,2027-01-20,False,True,False
POL-823611370889,ZW-PH-5207516320,REBEE9673P5BYZRSN,LIABILITY,STANDARD,USD,EXPIRED,750.78,7669.89,522.32,2024-09-12,2025-09-12,False,True,False
POL-811673281940,ZW-PH-8350866942,WWE6GXDA7XCTG9LS6,THIRD_PARTY,PREMIUM,USD,ACTIVE,2028.94,14834.24,636.39,2025-12-28,2026-12-28,True,True,True
POL-562708200945,ZW-PH-8350866942,C0C8MBRUVX3SU46JB,COMPREHENSIVE,STANDARD,USD,CANCELLED,764.06,15746.31,1158.93,2024-11-16,2025-11-16,False,False,False
POL-406885107575,ZW-PH-1447197384,1JTAG1CPUFA8G1N6H,COMPREHENSIVE,BASIC,ZWG,EXPIRED,328.27,10289.64,861.24,2024-06-06,2025-06-06,False,False,False
POL-512718280029,ZW-PH-8486579846,NDD0URJG771D82MFS,COLLISION,BASIC,USD,EXPIRED,1869.49,33986.35,3357.85,2024-05-17,2025-05-17,True,False,True
POL-061230307787,ZW-PH-5970091452,RRMTC40KV5R6CM464,COMPREHENSIVE,STANDARD,USD,EXPIRED,1572.89,22890.09,1467.25,2024-10-27,2025-10-27,False,False,False
POL-614147101837,ZW-PH-2133385681,0FA3C7C8AYHPU5KXW,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,604.72,19018.22,1266.61,2025-04-08,2026-04-08,False,False,False
POL-043972449155,ZW-PH-9532194713,9ZBC16DTTNW94JG8G,COMPREHENSIVE,STANDARD,USD,CANCELLED,177.46,9241.07,564.63,2024-07-07,2025-07-07,False,False,False
POL-268431238253,ZW-PH-5650216702,UNVJJXSRZ8G8VUWV0,COMPREHENSIVE,STANDARD,USD,ACTIVE,380.13,7155.80,496.61,2026-03-04,2027-03-04,False,True,False
POL-385993924505,ZW-PH-5594523373,PBADPH3TTAZJ57RCN,COMPREHENSIVE,PREMIUM,USD,SUSPENDED,343.20,9959.93,527.88,2026-02-26,2027-02-26,True,True,True
POL-861797928454,ZW-PH-6016150840,AWHRDD88A41H8UWEU,COMPREHENSIVE,BASIC,USD,ACTIVE,52.37,2092.88,177.89,2025-06-21,2026-06-21,False,False,False
POL-463071799166,ZW-PH-8928637924,FHTB05LSEK6KS5FP7,COMPREHENSIVE,BASIC,ZWG,ACTIVE,110.17,4333.34,430.73,2026-02-03,2027-02-03,False,False,False
POL-217578102196,ZW-PH-8928637924,9MHZZCSA3T5C310V9,THIRD_PARTY,BASIC,USD,EXPIRED,159.14,6343.45,620.39,2025-03-17,2026-03-17,False,False,True
POL-448173536416,ZW-PH-9436463508,V34XXPRNC8M2WK1E9,COLLISION,STANDARD,USD,CANCELLED,131.68,2085.67,166.23,2024-10-25,2025-10-25,True,False,False
POL-373308749393,ZW-PH-3265813666,D8G6D6NHE7J7ZXRMR,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,364.91,6248.49,426.77,2024-09-20,2025-09-20,True,False,False
POL-883667350403,ZW-PH-3265813666,VD20JJCHGYAYYEC8H,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,209.66,6560.97,476.98,2025-11-10,2026-11-10,False,False,False
POL-099877478574,ZW-PH-2493358137,3UU371TR8VDFVL2C9,COMPREHENSIVE,STANDARD,USD,CANCELLED,117.77,3290.91,226.74,2025-02-22,2026-02-22,False,True,False
POL-283601254233,ZW-PH-2493358137,GZEZCJ7APLGFW878C,THIRD_PARTY,STANDARD,USD,CANCELLED,758.03,16740.87,1215.39,2024-11-07,2025-11-07,True,True,False
POL-092705577474,ZW-PH-6525487139,N7SEWBAKAGP14T5L7,COMPREHENSIVE,STANDARD,USD,CANCELLED,442.24,18334.53,1204.58,2024-05-21,2025-05-21,False,False,True
POL-115444829763,ZW-PH-4601748129,JT4E1EBCYXT14X80F,COLLISION,STANDARD,USD,CANCELLED,756.57,11856.89,915.35,2026-04-02,2027-04-02,False,False,False
POL-112020108969,ZW-PH-7239327324,Z4R4DBWLGW56XE7N1,LIABILITY,STANDARD,USD,CANCELLED,369.84,3685.58,269.05,2024-06-11,2025-06-11,False,False,True
POL-014292274871,ZW-PH-3651536373,637TC728915HP3CC0,COMPREHENSIVE,PREMIUM,USD,EXPIRED,439.30,12541.11,559.33,2024-06-10,2025-06-10,True,True,False
POL-781796311631,ZW-PH-2923452120,UAV4VE9G9Z559UEK5,COMPREHENSIVE,STANDARD,USD,ACTIVE,814.92,13954.14,948.88,2025-05-06,2026-05-06,False,False,False
POL-675438188342,ZW-PH-5144284743,1PXE9THFAL9UTVG8A,COLLISION,STANDARD,USD,EXPIRED,590.18,11713.07,777.75,2025-03-15,2026-03-15,True,True,False
POL-608562544324,ZW-PH-2637556986,90DK83NYV2WNKRFRW,COMPREHENSIVE,BASIC,USD,CANCELLED,694.97,29109.41,2404.44,2026-03-26,2027-03-26,False,False,False
POL-856833935735,ZW-PH-9987724853,RVFBGYTM6F1ZCTZF1,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,260.85,6819.53,328.02,2026-03-18,2027-03-18,False,True,False
POL-652886491123,ZW-PH-9987724853,5E1GJG7TVAAD746FT,THIRD_PARTY,BASIC,USD,CANCELLED,482.74,8231.85,786.96,2026-01-04,2027-01-04,False,False,False
POL-418561656331,ZW-PH-7083577477,1J8EXZB52PCMEP5JS,COLLISION,BASIC,USD,EXPIRED,213.53,5741.74,498.38,2024-07-13,2025-07-13,False,True,False
POL-000476430737,ZW-PH-6743490655,BYGMSHG5DGLKYG8HB,COMPREHENSIVE,STANDARD,USD,ACTIVE,1046.93,16944.71,1018.38,2025-07-04,2026-07-04,False,True,False
POL-566380796382,ZW-PH-4485473092,RXJNRBM21WK99J0CY,COMPREHENSIVE,STANDARD,USD,ACTIVE,762.30,13406.78,847.31,2025-12-10,2026-12-10,False,False,False
POL-636729845461,ZW-PH-1723204744,98BXXRAPJWC15CPHJ,COMPREHENSIVE,BASIC,ZWG,ACTIVE,628.73,9000.03,789.30,2025-11-13,2026-11-13,False,False,False
POL-348744631596,ZW-PH-2550454792,K735XPD9XMSYAT4JD,COLLISION,PREMIUM,USD,ACTIVE,360.00,10105.68,535.60,2025-08-04,2026-08-04,True,True,True
POL-890438221401,ZW-PH-2550454792,6RLBPMNL932YGDVRR,COLLISION,PREMIUM,USD,ACTIVE,204.78,4037.47,175.63,2026-01-19,2027-01-19,True,True,True
POL-901974907291,ZW-PH-0668251378,C35TXF623K737YTNT,COLLISION,BASIC,ZWG,ACTIVE,1088.86,26155.18,2537.05,2025-12-30,2026-12-30,False,False,False
POL-133195833264,ZW-PH-1346241361,8EDDEE9X9MT1KWGNX,COMPREHENSIVE,BASIC,USD,CANCELLED,335.38,11676.06,1023.99,2024-06-21,2025-06-21,True,False,False
POL-567712475695,ZW-PH-8574031182,H8FFXEC75CM9S6ZX5,THIRD_PARTY,STANDARD,USD,EXPIRED,504.79,7915.58,597.63,2025-03-25,2026-03-25,False,False,True
POL-224222981189,ZW-PH-8574031182,1FTMY74YVUZ7JCRVC,COLLISION,PREMIUM,USD,CANCELLED,2402.66,27106.58,1165.58,2024-04-24,2025-04-24,False,True,False
POL-471600521205,ZW-PH-7488306463,G1EJCN47CP37S87DV,COMPREHENSIVE,STANDARD,USD,EXPIRED,437.42,8046.66,483.60,2024-06-27,2025-06-27,False,False,False
POL-988835330004,ZW-PH-7488306463,6A3R6CCESLZ57JGDX,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1684.66,24429.17,1306.96,2026-04-03,2027-04-03,True,False,False
POL-067344560548,ZW-PH-4896149952,WP5XPD42DNBB44F73,COLLISION,PREMIUM,USD,EXPIRED,285.63,3530.18,156.03,2024-11-03,2025-11-03,False,True,True
POL-889516644689,ZW-PH-1294217001,NTZ587YHS3F43A8MZ,COMPREHENSIVE,BASIC,USD,ACTIVE,356.65,9376.13,893.55,2025-06-14,2026-06-14,False,True,True
POL-413849945115,ZW-PH-4975577763,66ASZBWF7JMZHSM7N,COMPREHENSIVE,STANDARD,USD,EXPIRED,50.01,1879.50,131.57,2024-05-11,2025-05-11,False,True,False
POL-145249363531,ZW-PH-9128033240,Z4S1BCCU9A1S5UHRG,COLLISION,PREMIUM,USD,ACTIVE,817.55,11886.04,552.70,2025-06-06,2026-06-06,True,True,True
POL-789343227592,ZW-PH-9419340069,GL7KWC9MXZM24VKJC,COMPREHENSIVE,STANDARD,ZWG,CANCELLED,400.03,15586.43,1087.93,2025-03-16,2026-03-16,False,False,False
POL-831800784107,ZW-PH-3162534472,K3EBUW8CF8WGR999D,COLLISION,BASIC,USD,ACTIVE,524.45,18446.39,1538.43,2026-01-09,2027-01-09,True,False,False
POL-641867056895,ZW-PH-3162534472,TEV4DWR00B36XCP5H,COMPREHENSIVE,PREMIUM,USD,EXPIRED,164.35,5552.25,224.87,2024-12-23,2025-12-23,False,False,False
POL-757518614478,ZW-PH-6861403489,Y08S20B1Y8NFTJNRN,COMPREHENSIVE,PREMIUM,USD,CANCELLED,355.40,7052.03,339.20,2024-12-10,2025-12-10,True,False,False
POL-037085171348,ZW-PH-7311074273,G6D17CPG590XBKR59,COLLISION,STANDARD,USD,EXPIRED,670.85,11684.64,740.81,2024-04-25,2025-04-25,True,False,False
POL-632754963247,ZW-PH-8891183628,VL0FRDM6T0S1G2C9H,COMPREHENSIVE,STANDARD,USD,EXPIRED,312.60,7897.85,597.87,2024-08-31,2025-08-31,True,False,True
POL-914363231834,ZW-PH-0875078781,HS9N320SDR8R9RCFN,COMPREHENSIVE,STANDARD,USD,CANCELLED,1106.18,37210.82,2236.37,2025-08-31,2026-08-31,True,False,False
POL-287669701829,ZW-PH-5574812576,3EXRYA41SDRGJVE4E,COLLISION,BASIC,USD,ACTIVE,452.51,11526.29,1138.80,2026-03-19,2027-03-19,False,False,False
POL-598965200130,ZW-PH-3434346061,JZ9TS6ZU5X4278VD1,COMPREHENSIVE,STANDARD,USD,SUSPENDED,1134.95,19842.21,1502.06,2025-05-02,2026-05-02,True,False,False
POL-839455792583,ZW-PH-9768832130,E3CA10UETN7GVVHT0,COMPREHENSIVE,BASIC,USD,EXPIRED,225.90,11342.27,1093.39,2024-06-28,2025-06-28,False,False,False
POL-976412125449,ZW-PH-4481574031,K9S06P2TRS00UALJ9,THIRD_PARTY,STANDARD,USD,ACTIVE,397.51,4005.35,314.02,2025-05-02,2026-05-02,False,False,False
POL-809152986140,ZW-PH-0148853410,AVBRMW1Z8Y4ZEFHLM,LIABILITY,STANDARD,USD,ACTIVE,98.23,2333.91,164.31,2026-02-15,2027-02-15,True,True,False
POL-110681500103,ZW-PH-8675995203,M1JMS03HAYC1NBARL,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,469.15,6377.21,465.54,2024-10-28,2025-10-28,True,True,False
POL-427416698989,ZW-PH-8487171716,PLNJ2GL3VL40CKGN1,THIRD_PARTY,STANDARD,USD,EXPIRED,603.06,9623.85,621.70,2024-08-15,2025-08-15,True,False,True
POL-206123242998,ZW-PH-9813404004,CKZBX8M17NKXY87Z4,COMPREHENSIVE,BASIC,USD,EXPIRED,480.09,10563.27,994.00,2024-10-24,2025-10-24,True,False,False
POL-015823943361,ZW-PH-0866936261,C6BBB7E120L0XDGBH,COMPREHENSIVE,BASIC,USD,EXPIRED,262.93,6207.47,567.36,2025-04-06,2026-04-06,False,False,False
POL-023490307961,ZW-PH-0797800071,VLP2241AFV3C40XAM,COLLISION,PREMIUM,USD,ACTIVE,576.90,5666.23,288.41,2025-11-17,2026-11-17,False,False,False
POL-145024863958,ZW-PH-8588276728,KR8A8X0JXLNM58184,COMPREHENSIVE,STANDARD,USD,EXPIRED,2452.33,44871.72,2871.79,2024-11-20,2025-11-20,True,False,False
POL-899808623271,ZW-PH-9358659390,N7M9V69XWL3GP52BB,COMPREHENSIVE,PREMIUM,USD,ACTIVE,2735.74,63951.48,3044.09,2025-07-26,2026-07-26,False,False,True
POL-551740248994,ZW-PH-3230027162,6YDNLD6ATX5ZEEAPX,COMPREHENSIVE,STANDARD,USD,EXPIRED,411.58,16592.03,1169.74,2024-10-05,2025-10-05,True,True,False
POL-285834609303,ZW-PH-2155336037,14S3X091WD07ALX9M,COMPREHENSIVE,BASIC,USD,EXPIRED,195.88,11859.92,1123.13,2024-12-13,2025-12-13,False,False,False
POL-160874699977,ZW-PH-8011766182,SSY1VV51RKBB9YCSF,COMPREHENSIVE,BASIC,USD,EXPIRED,284.73,7351.19,606.47,2024-05-22,2025-05-22,False,False,False
POL-423241960956,ZW-PH-7527511809,HXMTXMUY8YLWKXKNR,COLLISION,BASIC,USD,ACTIVE,1000.81,19239.71,1781.60,2025-12-19,2026-12-19,False,True,False
POL-582069242694,ZW-PH-4096204120,JDP7R4GH8MC0VNKE5,COLLISION,BASIC,USD,EXPIRED,291.25,9122.66,739.85,2024-11-03,2025-11-03,False,True,False
POL-490270039587,ZW-PH-1542271243,0RTDSKFCMDZ57FRWH,COLLISION,BASIC,ZWG,EXPIRED,761.15,13305.49,1318.57,2024-12-19,2025-12-19,False,False,False
POL-245480663362,ZW-PH-7525243867,A35NRLS0BP9EPTNR8,LIABILITY,STANDARD,USD,ACTIVE,238.08,2485.17,186.88,2025-12-23,2026-12-23,False,True,True
POL-949944086162,ZW-PH-8053668322,ECX9AKCDZNXZT49Y6,COMPREHENSIVE,STANDARD,USD,ACTIVE,195.47,5095.35,342.92,2026-01-11,2027-01-11,False,False,False
POL-951464856801,ZW-PH-5837526156,P1BSCNC5Y698K3CLZ,COMPREHENSIVE,BASIC,USD,ACTIVE,413.59,22734.29,1823.29,2025-09-11,2026-09-11,True,False,False
POL-859238167132,ZW-PH-8809894543,SY8WG6EL1SKFY2CKJ,COMPREHENSIVE,STANDARD,USD,ACTIVE,433.29,11633.91,735.26,2025-05-19,2026-05-19,False,False,True
POL-513987335584,ZW-PH-3513959255,U2C7SZJ1W28M023E5,THIRD_PARTY,BASIC,ZWG,CANCELLED,487.36,8792.12,803.60,2025-07-27,2026-07-27,False,False,False
POL-205534358223,ZW-PH-0971051608,D3S4DA3YU3HDR7ETA,COMPREHENSIVE,STANDARD,USD,ACTIVE,146.20,5765.75,455.49,2025-09-03,2026-09-03,False,False,False
POL-727538001925,ZW-PH-0971051608,7PL8C4X8NE5279N2V,LIABILITY,BASIC,USD,EXPIRED,419.75,13206.35,1218.95,2024-07-28,2025-07-28,False,False,False
POL-763383830977,ZW-PH-1741558210,XBSSPEG7BXPE96MBA,LIABILITY,BASIC,USD,ACTIVE,171.67,6383.77,634.55,2025-06-12,2026-06-12,False,True,False
POL-131417471716,ZW-PH-4890664172,S47GBMU79PSAGSXGV,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1260.32,22820.30,1063.43,2024-05-07,2025-05-07,False,True,False
POL-483900601728,ZW-PH-4479451554,YJ6177HBFENHLCUST,THIRD_PARTY,STANDARD,ZWG,EXPIRED,380.91,6633.47,445.77,2024-05-15,2025-05-15,False,True,False
POL-801894948458,ZW-PH-1943250988,AWK02C48MEM0WCG8M,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1538.23,17446.02,793.79,2024-10-22,2025-10-22,True,True,False
POL-839493359019,ZW-PH-1943250988,4M72XGG5E4U5SJ8NK,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,660.72,9841.62,626.91,2025-09-17,2026-09-17,False,False,False
POL-584697038786,ZW-PH-0643627662,ZNXZC9CE2FP92RN31,COMPREHENSIVE,BASIC,USD,ACTIVE,347.97,8162.28,736.24,2025-09-24,2026-09-24,False,False,False
POL-033999135964,ZW-PH-1559179678,E6C0SKD8D73PEHG4Z,COMPREHENSIVE,BASIC,ZWG,ACTIVE,444.76,14851.31,1238.60,2026-04-14,2027-04-14,False,False,False
POL-986685157247,ZW-PH-2021292450,EWXGXFANS5BVWEYP3,THIRD_PARTY,BASIC,ZWG,ACTIVE,373.52,7739.74,624.60,2025-06-19,2026-06-19,False,False,False
POL-542130462421,ZW-PH-3778382766,Y4FG4Z94B0WZZP6CC,COLLISION,BASIC,USD,SUSPENDED,214.50,4359.95,371.47,2026-01-22,2027-01-22,False,True,True
POL-690863178545,ZW-PH-9660451363,H7JY2GY1ZU7FDKFPY,COMPREHENSIVE,STANDARD,USD,EXPIRED,119.91,2198.16,137.39,2024-09-12,2025-09-12,False,False,False
POL-936915870737,ZW-PH-9660451363,CB98L8GAV1Z2JEDW3,COMPREHENSIVE,BASIC,USD,CANCELLED,432.96,17125.95,1438.58,2024-09-30,2025-09-30,False,False,False
POL-387969520440,ZW-PH-2069830555,N59M2TE3LUDFN779J,COLLISION,STANDARD,ZWG,ACTIVE,665.19,10152.84,668.06,2026-02-27,2027-02-27,False,False,False
POL-624977657158,ZW-PH-2284348137,YNBZYRD0EV7S85WRA,COMPREHENSIVE,PREMIUM,USD,ACTIVE,249.34,6283.20,313.53,2026-02-23,2027-02-23,True,True,False
POL-528476115342,ZW-PH-1182030212,MKVNHEJNNDUXLUXAX,COMPREHENSIVE,STANDARD,USD,EXPIRED,230.95,9912.02,700.78,2024-06-21,2025-06-21,False,False,False
